city,division,description,link,House No.,Flat No.,Area,Price per month,Number of rooms ,Floor,No. of floors,Build year,Building type,Heating system,energy_class,Nearest kindergarten,Nearest educational institution,Nearest shop,Public transport stop
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pylimo g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-naujas-skoningai-irengtas-butas-2017m-4-976667/,36,,"55,2 m²",1 350 €,3,4,4,"1958 construction, 2017 renovation",Brick,Electric,1 Class Good (1-3),140 m,240 m,80 m,90 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Žemaitijos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zemaitijos-g-butas-ka-tik-po-remonto-2-miegamieji-4-1053727/,3,,60 m²,1 350 €,3,3,4,1900,Brick,"Electric, other",,90 m,250 m,80 m,120 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Didžioji g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomoju-naujai-suremontuota-ir-skoningai-4-619201/,11,,58 m²,1 350 €,3,2,4,2016,Brick,Central,1 Class Good (1-3),430 m,190 m,180 m,200 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Aušros Vartų g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-visi-komunaliniai-mokesciai-sildymas-4-1027829/,29,,16 m²,400 €,1,2,4,1940,Brick,Gas,,480 m,140 m,260 m,150 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Didžioji g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-puikiai-irengtas-butas-is-seimininko-ranku-4-477750/,39,,109 m²,1 950 €,4,4,4,"1940 construction, 2000 renovation",Brick,Central,1 Class Good (1-3),450 m,40 m,140 m,110 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Klaipėdos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-klaipedos-g-itin-jaukus-ir-grazus-butas-senamiestyje-4-980491/,7,,50 m²,1 350 €,3,2,3,1940,Brick,"Central, gas",,100 m,200 m,240 m,120 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Bokšto g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-boksto-g-jaukus-grazus-butas-senamiestyje-su-balkonu-4-978589/,8,,63 m²,1 250 €,3,2,3,1940,Brick,Central,,480 m,40 m,220 m,110 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Liejyklos g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-liejyklos-g-jaukus-butas-senamiescio-sirdyje-su-langais-i-4-976969/,4,,55 m²,1 700 €,4,1,2,1940,Brick,Gas,,190 m,180 m,280 m,280 m
,,,,,,,,,,,,,,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pylimo g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-jaukiai-ir-skoningai-irengtas-butas-2017m-4-976669/,36,,"66,36 m²",1 350 €,4,2,4,"1958 construction, 2017 renovation",Brick,"Central, gas",1 Class Good (1-3),140 m,240 m,80 m,90 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Stiklių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-stikliu-g-jaukus-grazus-butas-senamiescio-sirdyje-4-980485/,4,3,55 m²,1 350 €,3,2,3,1900,Brick,Central,,350 m,210 m,160 m,140 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Didžioji g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomoju-naujai-suremontuota-ir-skoningai-4-619203/,11,,56 m²,1 450 €,3,2,4,2016,Brick,Central,1 Class Good (1-3),430 m,190 m,180 m,200 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Jeronimo Ralio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-jeronimo-ralio-g-li-apartamentai-tai-apartamentu-4-1019511/,6,,35 m²,600 €,2,3,5,2020,Brick,Central thermostat,,690 m,560 m,310 m,230 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Dominikonų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-dominikonu-g-senatoriu-pasazas-apartments-join-the-4-1076081/,11,,74 m²,1 300 €,3,3,3,"2021 construction, 2021 renovation",Brick,Central,,350 m,190 m,170 m,180 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Kauno g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-vilnius-naujamiestis-kauno-g-1-kambario-4-1037405/,14,,19 m²,550 €,1,2,5,2012,Other,Central,,270 m,340 m,100 m,130 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, I. Kanto al., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-i-kanto-al-isnuomojamas-tvarkingas-triju-kambariu-butas-4-1105383/,,,69 m²,400 €,3,5,9,1995,Block house,Central,1 Class Good (1-3),360 m,100 m,170 m,270 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Budiniškių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-budiniskiu-g-isnuomojamas-ka-tik-irengtas-vieno-kambario-4-1105427/,,,29 m²,390 €,1,2,5,2020,Brick,Central thermostat,,230 m,520 m,330 m,340 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Apkasų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-apkasu-g-erdviu-butu-2-atskiru-kambariu-butu-nuoma-4-1106059/,,,51 m²,450 €,2,4,5,1996,Brick,Central,,230 m,350 m,200 m,240 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Kareivių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kareiviu-g-priimami-nomininkai-su-gyvunais-4-1105363/,,,58 m²,500 €,2,8,16,2008,Monolithic,Central thermostat,1 Class Good (1-3),240 m,240 m,140 m,90 m
Vilnius,Šiaurės miestelis,"Vilnius, Šiaurės miestelis, Verkių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-verkiu-g-draugiskas-gyvunams-sviesus-dvieju-kambariu-4-1105913/,23,,48 m²,450 €,2,6,7,2009,Brick,Central thermostat,1 Class Good (1-3),190 m,90 m,80 m,110 m
Vilnius,Lazdynai,"Vilnius, Lazdynai, Erfurto g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-erfurto-g-nuomojamas-vieno-kambario-butas-lazdynuose-4-1105893/,33,,33 m²,300 €,1,9,9,1971,Brick,Central,1 Class Good (1-3),150 m,360 m,80 m,50 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Taikos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-ilgam-laikui-isnuomojamas-naujai-4-1105149/,,,"36,47 m²",550 €,2,5,9,1984,Block house,Central,1 Class Good (1-3),350 m,430 m,280 m,190 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Gabijos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-gabijos-g-siuolaikiskai-ir-moderniai-irengtas-butas-4-1097895/,51,,"35,47 m²",480 €,2,3,5,1987,Block house,Central,1 Class Good (1-3),130 m,420 m,110 m,280 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Gedimino pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-isnuomojamas-stilingai-irengtas-isskirtinio-4-956117/,20,,45 m²,600 €,2,6,6,"1940 construction, 2009 renovation",Brick,Central thermostat,1 Class Good (1-3),200 m,370 m,40 m,90 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Naugarduko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-nuomojamas-naujai-ir-kokybiskai-irengtas-2-4-1104621/,62,,"42,09 m²",620 €,2,5,7,2020,Monolithic,Central thermostat,,240 m,90 m,340 m,130 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Linkmenų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-ka-tik-irengtas-sviesus-butas-naujos-statybos-4-1104183/,33A,,"43,16 m²",750 €,2,7,7,2021,Brick,Central thermostat,,670 m,450 m,490 m,510 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Vinco Kudirkos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vinco-kudirkos-g-prestizineje-miesto-vietoje-isnuomojamas-4-1097791/,,,55 m²,639 €,2,2,5,1955,Brick,"Central, electric",,120 m,270 m,500 m,240 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Gaono g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gaono-g-pacioje-senamiescio-sirdyje-prie-pat-4-1105817/,,,"42,61 m²",500 €,2,1,3,"1940 construction, 2010 renovation",Brick,Central thermostat,1 Class Good (1-3),380 m,250 m,170 m,220 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, Tolminkiemio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-tolminkiemio-g-tvarkinga-priziurima-laiptine-draugiski-ir-4-1106065/,,,56 m²,500 €,2,3,5,1998,Block house,Central,,330 m,90 m,210 m,300 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Juozo Balčikonio g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-juozo-balcikonio-g-strategiskai-patogioje-vietoje-juozo-4-1058687/,,,37 m²,550 €,1,3,5,2012,Brick,Central thermostat,,140 m,420 m,260 m,290 m
Vilnius,Užupis,"Vilnius, Užupis, Polocko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-stilingi-dvieju-kambariu-apartamentai-naujame-4-1102063/,,,55 m²,800 €,2,2,3,2017,Brick,"Aerothermal, other, central thermostat, central",,360 m,210 m,270 m,40 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Trakų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-stilingas-ir-jaukus-butukas-4-1104727/,11,,47 m²,650 €,2,3,3,1946,Brick,Central thermostat,1 Class Good (1-3),50 m,110 m,170 m,130 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Kauno g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-kauno-g-stunning-spacious-and-full-of-light-122-sqm-4-1101497/,6,,122 m²,1 500 €,3,2,3,1940,Brick,Central,1 Class Good (1-3),130 m,220 m,80 m,40 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Taikos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-nuomojamas-ka-tik-skoningai-ir-pilnai-4-1103933/,157B,,47 m²,570 €,2,4,4,2021,Brick,Central thermostat,,170 m,130 m,220 m,90 m
,,,,,,,,,,,,,,,,,,
Vilnius,Bajorai,"Vilnius, Bajorai, Mykolo Lietuvio g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-bajoruose-mykolo-lietuvio-g-sviesus-ir-siltas-3-kambariu-butas-naujos-4-1104859/,,,66 m²,700 €,3,3,3,2017,Block house,Gas,,310 m,"1,3 km","1,1 km",690 m
Vilnius,Naujoji Vilnia,"Vilnius, Naujoji Vilnia, Pramonės g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-pramones-g-geras-pasiulymas-gera-kaina-nuomojamas-4-1099971/,141,,20 m²,220 €,1,5,5,1976,Brick,"Electric, central thermostat",,1 km,"1,2 km","1,2 km",170 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Savanorių pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-isskirtinis-butas-su-nuostabiu-4-1105915/,,,48 m²,850 €,2,10,11,2010,Brick,Central thermostat,,390 m,290 m,250 m,40 m
Vilnius,Balsiai,"Vilnius, Balsiai, Ragės g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-balsiuose-rages-g-vilniuje-balsiu-mikrorajone-prie-santariskiu-4-1103389/,,,30 m²,279 €,1,1,2,2007,Brick,Gas,,410 m,470 m,1 km,70 m
Vilnius,Santariškės,"Vilnius, Santariškės, Santariškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-santariskese-santariskiu-g-nuomojamas-jaukus-2-kambariu-butas-esantis-4-1106091/,59,,42 m²,450 €,2,3,3,2009,Brick,Central,1 Class Good (1-3),540 m,"1,1 km",460 m,150 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Sodų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-sodu-g-nuomojamas-modernus-2-kambariu-butas-sodu-g-4-1106057/,,,55 m²,699 €,2,3,3,1955,Brick,"Electric, gas",,,,,
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Šeimyniškių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-seimyniskiu-g-nuomojamas-labai-tvarkingas-jaukus-ir-siltas-4-1100953/,,,33 m²,350 €,1,2,5,1970,Block house,Central,,270 m,330 m,270 m,30 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pamėnkalnio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pamenkalnio-g-isnuomojamas-prabangus-ir-isskirtinis-butas-4-1102313/,2,,45 m²,500 €,2,2,3,"1940 construction, 2020 renovation",Brick,"Solid fuel, other",1 Class Good (1-3),130 m,370 m,160 m,30 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Kauno g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-pilnai-irengtas-loftas-naujamiestyje-4-1105987/,,,25 m²,350 €,2,3,4,2016,Brick,Electric,,460 m,270 m,110 m,70 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Lydos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-lydos-g-zavingoje-vilniaus-senamiescio-dalyje-4-1103549/,4,,50 m²,1 300 €,2,3,4,2018,Brick,Central thermostat,,110 m,320 m,50 m,100 m
Vilnius,Jeruzalė,"Vilnius, Jeruzalė, Ateities g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-ateities-g-galima-su-mazais-gyvunais-nuomojamas-1-4-1105365/,,,42 m²,350 €,1,2,5,1974,Brick,Central,,100 m,610 m,160 m,10 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Šeimyniškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-seimyniskiu-g-nuomojamas-dvieju-kambariu-butas-snipiskese-4-1103067/,19A,,"32,96 m²",650 €,2,5,7,2020,Brick,Central thermostat,,320 m,450 m,120 m,180 m
Vilnius,Šeškinė,"Vilnius, Šeškinė, Čiobiškio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-seskineje-ciobiskio-g-nuomojamas-jaukus-bei-tvarkingas-dvieju-4-1105881/,,,50 m²,450 €,2,3,9,1989,Monolithic,Central,,210 m,220 m,410 m,370 m
Vilnius,Naujoji Vilnia,"Vilnius, Naujoji Vilnia, Dūmų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-dumu-g-galima-su-gyvunais-studio-tipo-butas-4-1105361/,,,18 m²,220 €,1,3,3,1989,Brick,Electric,,800 m,950 m,410 m,80 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Šv. Ignoto g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-nuomojamas-prabangus-ir-erdvus-165-kv-m-4-1014343/,5,,165 m²,2 400 €,4,3,4,"1940 construction, 2010 renovation",Brick,Central thermostat,,250 m,180 m,310 m,240 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pranciškonų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pranciskonu-g-nuostabus-3-kambariu-butas-iesko-tvarkingu-ir-4-1040915/,6,,72 m²,780 €,3,1,3,"1940 construction, 2018 renovation",Brick,Gas,,60 m,220 m,160 m,180 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Panevėžio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-panevezio-g-naujai-irengtas-2-kambariu-svetaine-su-4-1106139/,23,,47 m²,580 €,2,3,4,2021,Monolithic,Electric,,190 m,140 m,190 m,190 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Taikos g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isnuomojamas-jaukus-tvarkingai-ir-kokybiskai-4-737755/,,,42 m²,370 €,1,4,5,1984,Block house,Central,1 Class Good (1-3),100 m,200 m,90 m,110 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Totorių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-totoriu-g-nuo-lapkricio-5d-isnuomojamas-butas-4-1106127/,24,,33 m²,500 €,1,1,2,1940,Brick,Gas,,270 m,120 m,310 m,330 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Vandentiekio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-vandentiekio-g-isnuomuojamas-2-kambariu-butas-vandentiekio-4-1106087/,,,41 m²,380 €,2,3,4,1960,Brick,Central,,150 m,200 m,230 m,100 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Eitminų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-isnuomojamas-vieno-kambario-butas-su-visais-4-1106103/,20,,34 m²,350 €,1,4,9,2012,Brick,Central thermostat,1 Class Good (1-3),100 m,970 m,220 m,100 m
Vilnius,Užupis,"Vilnius, Užupis, Užupio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g-isnuomojamas-visiskai-irengtas-2-kambariu-4-1106089/,19,28,41 m²,550 €,2,1,4,1940,Brick,Gas,,0 m,340 m,260 m,180 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Sėlių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-seliu-g-isnuomojamas-jaukus-40-kvm-2-kambariu-butas-4-216249/,13,,40 m²,599 €,2,4,5,2005,Brick,Electric,,280 m,150 m,380 m,230 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Žemynos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-zemynos-g-kitoje-gatves-puseje-iki-parduotuve-4-1105979/,,,64 m²,500 €,3,3,3,1987,Block house,Central,1 Class Good (1-3),160 m,330 m,130 m,380 m
Vilnius,Paupys,"Vilnius, Paupys, Aukštaičių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-paupyje-aukstaiciu-g-isnuomuojamas-dar-negyventas-ka-tik-irengtas-4-1105649/,19,,"34,39 m²",700 €,1,1,4,2019,Brick,Central thermostat,,620 m,480 m,330 m,90 m
,,,,,,,,,,,,,,,,,,
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Gabijos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-gabijos-g-nuomojamas-3-kambariu-butas-gabijos-g-40-4-1106019/,40,,"62,3 m²",550 €,3,7,7,2014,Block house,Central,1 Class Good (1-3),40 m,480 m,110 m,230 m
Vilnius,Salininkai,"Vilnius, Salininkai, 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-salininkuose-isnuomojamas-tvarkingas-3-kambariu-butas-4-1106005/,,,64 m²,450 €,3,2,5,1987,Block house,Central,,230 m,620 m,140 m,70 m
Vilnius,Žemieji Paneriai,"Vilnius, Žemieji Paneriai, Vaduvos g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zemuosiuose-paneriuose-vaduvos-g-ilgalaike-nuoma-nuo-vieneriu-metu-ir-ilgiau-4-1105935/,29,,"36,6 m²",300 €,1,3,5,1985,Block house,Central thermostat,1 Class Good (1-3),"2,1 km",260 m,320 m,340 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Tauro g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-tauro-g-nuomuojamas-2-kambariu-butas-strategiskai-4-1105897/,12,,"47,81 m²",700 €,2,5,5,"1941 construction, 2021 renovation",Brick,Gas,,370 m,320 m,300 m,240 m
